Methodology *,Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Benthic attribute *,Quadrat size *,Transect length surveyed *,Quadrat *,Number of points *,Number of quadrats *,Number of points per quadrat *,Observer emails *
photo,mantalip,Reserve,2022,4,8,7,3,Fungia,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Goniastrea,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Heliopora,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Lobophyllia,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Montipora,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Porites,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Rubble,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Sponge,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Mussa angulosa,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Tubipora,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,3,Actinaria,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Anemone,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Coralline algae,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Fungia,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Heliopora,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Montipora,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Platygyra,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Porites,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Rubble,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Sand,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Silt,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Soft coral,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Reserve,2022,4,8,7,4,Mussa angulosa,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Cycloseris,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Cyphastrea,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Coralline algae,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Favia,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Lobophyllia,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Millepora,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Pachyseris,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Pocillopora,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Porites,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Rubble,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Silt,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Sponge,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Mussa angulosa,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,1,Actinaria,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Acropora,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Cyphastrea,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Coralline algae,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Diploastrea,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Fungia,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Goniastrea,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Lobophyllia,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Pachyseris,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Pectinia,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Platygyra,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Pocillopora,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Porites,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Rubble,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Sand,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Silt,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Soft coral,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Sponge,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,2,Mussa angulosa,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Coralline algae,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Coralline algae,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Dead coral,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Diploastrea,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Favia,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Favites,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Fungia,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Lobophyllia,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Pocillopora,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Porites,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Rubble,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Sand,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Sponge,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,3,Mussa angulosa,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Anemone,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Astreopora,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Coralline algae,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Coralline algae,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Dead coral,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Diploastrea,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Favia,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Fungia,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Galaxea,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Goniastrea,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Heliofungia,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Merulina,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Pocillopora,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Porites,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Rubble,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Sand,1,50,37,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Soft coral,1,50,38,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Sponge,1,50,39,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Mussa angulosa,1,50,40,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Actinaria,1,50,41,10,10,10,marianoviz1988@gmail.com
photo,mantalip,Managed Access,2022,4,9,7,4,Clionaidae,1,50,42,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Acropora,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Agelas tubulata,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Agelas tubulata,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Anacropora,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Anemone,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Astreopora,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Coeloseris,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Crinoid,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Crinoid,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Ctenactis,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Ctenactis,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Cycloseris,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Cycloseris,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Coralline algae,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Coralline algae,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Dead coral,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Echinophyllia,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Fungia,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Fungia,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Goniopora,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Heliopora,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Merulina,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Merulina,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Millepora,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Montipora,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Montipora,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Mycedium,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Pachyseris,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Pachyseris,1,50,37,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Pavona,1,50,37,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Pavona,1,50,38,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Platygyra,1,50,39,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Porites,1,50,38,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Porites,1,50,40,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Rubble,1,50,39,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Rubble,1,50,41,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Sea urchin,1,50,42,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Silt,1,50,40,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Silt,1,50,43,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Sponge,1,50,41,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Sponge,1,50,44,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Symphyllia,1,50,45,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,1,Mussa angulosa,1,50,42,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,1,Mussa angulosa,1,50,46,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Acropora,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Acropora,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Agelas tubulata,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Anacropora,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Anemone,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Crinoid,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Ctenactis,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Cycloseris,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Cycloseris,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Coralline algae,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Coralline algae,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Echinopora,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Favia,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Fungia,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Fungia,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Galaxea,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Galaxea,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Goniastrea,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Gorgonian,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Herpolitha,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Leptoseris,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Merulina,1,50,37,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Millepora,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Montipora,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Montipora,1,50,38,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Mycedium,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Pachyseris,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Pachyseris,1,50,39,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Pavona,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Pavona,1,50,40,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Pectinia,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Pectinia,1,50,41,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Porites,1,50,37,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Porites,1,50,42,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Rubble,1,50,38,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Rubble,1,50,43,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Sand,1,50,44,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Seriatopora,1,50,45,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Silt,1,50,39,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Silt,1,50,46,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Sponge,1,50,40,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Sponge,1,50,47,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Symphyllia,1,50,41,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,2,Mussa angulosa,1,50,42,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,10,7,2,Mussa angulosa,1,50,48,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Acropora,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Agelas tubulata,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Anacropora,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Coralline algae,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Ctenactis,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Cycloseris,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Cyphastrea,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Coralline algae,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Fungia,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Heliopora,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Leptoseris,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Montipora,1,50,37,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Pachyseris,1,50,38,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Pavona,1,50,39,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Pectinia,1,50,40,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Porites,1,50,41,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Rubble,1,50,42,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Seriatopora,1,50,43,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Silt,1,50,44,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Soft coral,1,50,45,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Sponge,1,50,46,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Stylophora,1,50,47,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Symphyllia,1,50,48,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Mussa angulosa,1,50,49,10,10,10,marianoviz1988@gmail.com
photo,buluan,Reserve,2022,6,11,7,3,Actinaria,1,50,50,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Astreopora,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Cycloseris,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Coralline algae,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Dead coral,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Echinophyllia,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Echinopora,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Favia,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Fungia,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Galaxea,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Goniastrea,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Merulina,1,50,36,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Montipora,1,50,37,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Mycedium,1,50,38,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Pavona,1,50,39,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Pectinia,1,50,40,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Plerogyra,1,50,41,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Porites,1,50,42,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Rubble,1,50,43,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Sea urchin,1,50,44,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Silt,1,50,45,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Sponge,1,50,46,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Stylophora,1,50,47,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Symphyllia,1,50,48,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Mussa angulosa,1,50,49,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,7,3,Tubipora,1,50,50,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Acropora,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Acropora,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Anacropora,1,50,27,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Coeloseris,1,50,28,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Coralline algae,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Ctenactis,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Ctenactis,1,50,29,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Cycloseris,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Cycloseris,1,50,30,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Coralline algae,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Coralline algae,1,50,31,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Echinophyllia,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Echinophyllia,1,50,32,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Echinopora,1,50,33,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Favia,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Favia,1,50,34,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Fungia,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,11,6,4,Fungia,1,50,35,10,10,10,marianoviz1988@gmail.com
photo,buluan,Managed Access,2022,6,10,4.9,4,Galaxea,1,50,36,10,10,10,marianoviz1988@gmail.com
