Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Transect length surveyed *,Width *,Fish size bin *,Observer emails *,Fish name *,Size *,Count *
wawon4,Managed Access,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,18,3
wawon4,Managed Access,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus nigrofuscus,19,2
wawon4,Managed Access,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus kasmira,20,6
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus boutton,26,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus kasmira,24,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,24,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,18,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,26,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,28,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Macolor macularis,26,1
moram7,Managed Access,2021,3,27,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus rivulatus,14,5
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,19,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,lutjanus decussatus,24,1
wawon4,Managed Access,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Siganus vulpinus,16,2
wawon4,Managed Access,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Siganus vulpinus,15,2
wawon4,Managed Access,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,22,1
wawon4,Managed Access,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,20,2
wawon4,Managed Access,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,15,3
wawon4,Managed Access,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Melichthys indicus,18,7
wawon4,Managed Access,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus kasmira,23,1
wawon4,Managed Access,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,lutjanus decussatus,23,1
moram7,Managed Access,2021,3,27,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Siganus puellus,18,2
wawon5,Reserve,2019,4,10,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,13,8
wawon5,Reserve,2019,4,10,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,10,356
wawon5,Reserve,2019,4,10,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,13,14
wawon5,Reserve,2019,4,10,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,12,8
wawon5,Reserve,2019,4,10,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Naso thynnoides,10,63
wawon5,Reserve,2019,4,10,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pterocaesio tile,14,24
wawon5,Reserve,2019,4,10,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,13,1
wawon5,Reserve,2019,4,10,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,8,1137
wawon5,Reserve,2019,4,10,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,13,4
wawon5,Reserve,2019,4,10,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,16,1
moram7,Managed Access,2021,3,27,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Siganus virgatus,20,1
wawon5,Reserve,2019,4,10,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,14,1
wawon5,Reserve,2019,4,10,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Aprion virescens,38,1
wawon5,Reserve,2019,4,10,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Epinephelus polyphekadion,20,1
wawon5,Reserve,2019,4,10,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis urodeta,12,1
wawon5,Reserve,2019,4,10,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,10,123
wawon5,Reserve,2019,4,10,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,8,216
wawon5,Reserve,2019,4,10,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,11,3
wawon5,Reserve,2019,4,10,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Macolor niger,18,1
wawon5,Reserve,2019,4,10,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,14,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,17,2
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,24,2
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,21,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,23,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,22,100
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres hortulanus,23,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis urodeta,20,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Melichthys indicus,22,20
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus gibbus,23,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Siganus vulpinus,21,2
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caesio teres,17,20
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pterocaesio digramma,16,20
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caesio cuning,20,40
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,21,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sargocentron caudimaculatum,19,6
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus lineatus,21,1
wawon6,Reserve,2019,4,10,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Macolor niger,19,1
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,16,30
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,18,50
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pterocaesio tile,17,40
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caesio cuning,19,40
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,22,1
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus gibbus,23,4
magin3,Managed Access,2021,4,3,5,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus rivulatus,17,5
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,20,1
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Macolor macularis,18,2
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,22,1
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis cyanostigma,18,1
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,24,1
wawon6,Reserve,2019,4,10,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres hortulanus,26,1
wawon6,Reserve,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Epinephelus fasciatus,24,1
wawon6,Reserve,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,18,30
wawon6,Reserve,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Odonus niger,21,50
wawon6,Reserve,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,20,3
wawon6,Reserve,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus pyroferus,23,1
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scolopsis bilineata,18,2
wawon6,Reserve,2019,4,10,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis urodeta,26,1
matao1,Managed Access,2019,4,21,9,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Siganus canaliculatus,19,1
matao1,Managed Access,2019,4,21,9,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus dimidiatus,26,1
matao1,Managed Access,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus binotatus,17,2
matao1,Managed Access,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus tricolor,19,1
matao1,Managed Access,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,15,2
matao1,Managed Access,2019,4,21,9,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis cyanostigma,18,1
matao2,Reserve,2019,4,21,9,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,27,2
matao2,Reserve,2019,4,21,9,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus rivulatus,23,3
matao2,Reserve,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sargocentron praslin,18,6
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chlorurus bleekeri,26,2
matao2,Reserve,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus trilobatus,25,1
matao2,Reserve,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ctenochaetus striatus,16,1
matao2,Reserve,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,22,1
matao2,Reserve,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Choerodon anchorago,26,1
matao2,Reserve,2019,4,21,9,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus dimidiatus,23,2
matao2,Reserve,2019,4,21,9,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,16,1
matao3,Reserve,2019,4,21,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus trilobatus,17,1
matao3,Reserve,2019,4,21,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,15,1
matao3,Reserve,2019,4,21,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,18,1
matao3,Reserve,2019,4,21,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,25,1
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus scaber,20,10
matao3,Reserve,2019,4,21,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus oviceps,20,6
matao3,Reserve,2019,4,21,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Hemigymnus melapterus,21,1
matao3,Reserve,2019,4,21,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus biguttatus,23,20
matao3,Reserve,2019,4,21,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,24,1
matao3,Reserve,2019,4,21,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,19,1
matao3,Reserve,2019,4,21,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,22,1
matao3,Reserve,2019,4,21,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus trilobatus,28,1
matao3,Reserve,2019,4,21,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Melichthys indicus,17,1
matao3,Reserve,2019,4,21,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sufflamen bursa,22,1
matao3,Reserve,2019,4,21,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres hortulanus,24,1
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis boenak,21,1
matao3,Reserve,2019,4,21,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Hemigymnus melapterus,27,1
matao3,Reserve,2019,4,21,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,19,1
matao3,Reserve,2019,4,21,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Epinephelus merra,24,1
matao3,Reserve,2019,4,21,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Epinephelus fasciatus,32,1
matao4,Reserve,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,27,1
matao4,Reserve,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,26,4
matao4,Reserve,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Choerodon anchorago,24,1
matao4,Reserve,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sufflamen bursa,21,1
matao4,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres hortulanus,24,1
matao4,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,28,1
moram7,Managed Access,2021,3,27,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cephalopholis microprion,14,1
matao4,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Melichthys indicus,18,1
matao4,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sargocentron caudimaculatum,20,2
matao5,Reserve,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,24,1
matao5,Reserve,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,17,1
matao5,Reserve,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus trilobatus,27,1
matao5,Reserve,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cetoscarus bicolor,23,1
matao5,Reserve,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,25,1
matao5,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,22,1
matao5,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus scaber,17,1
matao5,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus scaber,26,1
moram7,Managed Access,2021,3,27,6,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caesio cuning,15,20
matao5,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Epinephelus merra,23,1
matao5,Reserve,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,26,1
matao6,Managed Access,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,28,1
matao6,Managed Access,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus scaber,17,3
matao6,Managed Access,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,21,1
matao6,Managed Access,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus ghobban,23,1
matao6,Managed Access,2019,4,20,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caesio teres,20,8
matao6,Managed Access,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,24,1
matao6,Managed Access,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus auranticavus,28,4
matao6,Managed Access,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus carponotatus,27,6
moram7,Managed Access,2021,3,27,6,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,20,1
matao6,Managed Access,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,22,1
matao6,Managed Access,2019,4,20,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Hemigymnus melapterus,19,1
matao6,Managed Access,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus tricolor,29,1
matao6,Managed Access,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,24,1
matao6,Managed Access,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus fasciatus,18,1
matao6,Managed Access,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus scaber,22,1
matao6,Managed Access,2019,4,20,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Cheilinus trilobatus,26,1
